transaction_id,amount,payment_method,bank_response_code,network_latency_ms,fraud_score,prior_failed_attempts_24h,customer_tenure_days,account_balance_signal,hour_of_day,is_recurring_subscription,true_failure_cause
TXN104748,938.75,netbanking,68,388.3,0.272,0,1303,0.248,9,0,bank_timeout
TXN104749,922.71,netbanking,65,176.1,0.134,1,93,0.115,10,1,insufficient_funds
TXN104750,1680.44,netbanking,91,272.7,0.149,0,902,0.621,15,0,bank_timeout
TXN104751,6818.8,debit_card,61,224.4,0.299,0,277,0.095,22,0,insufficient_funds
TXN104752,310.63,credit_card,5,473.9,0.519,0,1447,0.585,4,0,network_error
TXN104753,6778.58,credit_card,96,417.1,0.271,0,255,0.347,1,0,bank_timeout
TXN104754,281.82,debit_card,91,289.6,0.007,1,375,0.536,14,1,bank_timeout
TXN104755,819.07,upi,96,369.3,0.031,1,1371,0.198,7,1,bank_timeout
TXN104756,3124.65,credit_card,51,172.5,0.561,3,219,0.399,9,0,insufficient_funds
TXN104757,3598.07,netbanking,51,128.5,0.142,0,41,0.343,13,0,insufficient_funds
TXN104758,1909.92,debit_card,65,254.2,0.039,0,1041,0.547,10,1,insufficient_funds
TXN104759,1301.53,credit_card,91,389.4,0.144,0,24,0.345,12,0,bank_timeout
TXN104760,4686.44,wallet,51,215.8,0.239,0,582,0.238,7,0,insufficient_funds
TXN104761,2822.96,upi,96,337.4,0.236,0,80,0.421,16,0,bank_timeout
TXN104762,2144.69,credit_card,21,460.7,0.185,0,215,0.557,12,0,network_error
TXN104763,3527.24,credit_card,91,332.1,0.206,1,321,0.369,2,0,bank_timeout
TXN104764,7197.51,credit_card,51,118.2,0.15,2,53,0.257,16,0,insufficient_funds
TXN104765,4107.58,upi,96,573.5,0.396,0,1016,0.39,15,0,network_error
TXN104766,1912.57,wallet,61,100.3,0.392,0,153,0.066,13,1,insufficient_funds
TXN104767,1818.45,wallet,51,234.3,0.167,2,285,0.403,16,1,insufficient_funds
TXN104768,1331.78,credit_card,65,125.7,0.492,1,425,0.164,13,0,insufficient_funds
TXN104769,2642.73,upi,63,206.4,0.611,2,223,0.863,18,0,fraud_false_positive
TXN104770,866.73,debit_card,51,179.1,0.249,0,63,0.18,4,0,insufficient_funds
TXN104771,663.16,credit_card,68,170.6,0.292,1,10,0.472,6,1,bank_timeout
TXN104772,458.19,debit_card,91,384.1,0.159,1,99,0.587,22,1,bank_timeout
TXN104773,1611.99,upi,51,211.4,0.267,0,44,0.169,19,1,insufficient_funds
TXN104774,3998.25,upi,51,198.7,0.127,3,657,0.355,19,1,insufficient_funds
TXN104775,7447.3,netbanking,51,183.3,0.197,2,231,0.286,13,0,insufficient_funds
TXN104776,7595.5,credit_card,61,63.6,0.45,2,304,0.479,2,0,insufficient_funds
TXN104777,1456.88,debit_card,96,294.1,0.254,0,149,0.419,10,0,network_error
TXN104778,2639.91,debit_card,21,690.6,0.193,1,125,0.614,2,0,network_error
TXN104779,2273.13,upi,96,498.6,0.244,1,275,0.222,3,0,network_error
TXN104780,9129.32,debit_card,59,171.2,0.802,0,147,0.383,7,1,fraud_false_positive
TXN104781,2591.58,debit_card,21,465.1,0.083,0,184,0.617,15,0,network_error
TXN104782,4421.14,debit_card,59,274.5,0.572,0,2725,0.594,8,0,fraud_false_positive
TXN104783,9526.79,credit_card,51,203.5,0.169,0,594,0.117,12,0,insufficient_funds
TXN104784,4621.9,netbanking,96,590.3,0.149,0,469,0.41,8,0,network_error
TXN104785,3467.44,netbanking,51,168.9,0.158,3,417,0.424,16,1,insufficient_funds
TXN104786,129.11,upi,21,257.1,0.062,1,967,0.561,11,1,network_error
TXN104787,1563.49,credit_card,91,388.2,0.291,1,258,0.678,23,0,bank_timeout
TXN104788,3939.23,debit_card,59,172.2,0.758,0,2522,0.565,11,1,fraud_false_positive
TXN104789,1251.34,wallet,61,195.8,0.11,1,344,0.39,10,1,insufficient_funds
TXN104790,3450.85,debit_card,51,211.9,0.214,2,364,0.127,2,0,insufficient_funds
TXN104791,1404.28,upi,96,337.6,0.188,0,106,0.734,5,0,bank_timeout
TXN104792,8510.27,netbanking,51,252.9,0.205,2,184,0.267,23,0,insufficient_funds
TXN104793,7340.92,debit_card,59,259.0,0.694,1,1263,0.412,7,1,fraud_false_positive
TXN104794,2814.27,debit_card,51,181.6,0.11,2,491,0.075,6,0,insufficient_funds
TXN104795,2586.79,debit_card,61,159.0,0.303,1,521,0.661,1,0,insufficient_funds
TXN104796,2517.15,credit_card,91,389.6,0.156,1,635,0.289,17,0,bank_timeout
TXN104797,1047.51,debit_card,96,460.4,0.104,0,1033,0.266,13,0,network_error
TXN104798,3555.65,credit_card,96,633.5,0.043,1,1109,0.358,16,0,network_error
TXN104799,2865.52,upi,96,333.8,0.123,0,466,0.272,9,1,bank_timeout
TXN104800,3593.47,credit_card,51,218.3,0.197,1,283,0.473,15,0,insufficient_funds
TXN104801,1127.96,debit_card,96,486.9,0.113,0,1145,0.366,19,0,network_error
TXN104802,2533.21,wallet,5,546.1,0.047,1,99,0.467,13,0,network_error
TXN104803,2963.35,debit_card,51,161.3,0.19,1,2,0.617,9,0,insufficient_funds
TXN104804,5829.13,debit_card,51,180.6,0.096,2,113,0.573,22,0,insufficient_funds
TXN104805,1416.28,upi,96,524.0,0.128,1,107,0.803,6,0,bank_timeout
TXN104806,4617.65,credit_card,59,218.9,0.765,0,241,0.589,18,1,fraud_false_positive
TXN104807,2521.15,wallet,96,434.2,0.334,1,489,0.515,17,0,network_error
TXN104808,1184.46,upi,96,549.8,0.082,0,244,0.464,18,1,network_error
TXN104809,2211.0,netbanking,91,359.5,0.39,0,125,0.858,4,0,bank_timeout
TXN104810,7175.73,upi,61,151.3,0.081,1,511,0.331,7,0,insufficient_funds
TXN104811,959.11,debit_card,91,434.9,0.26,0,880,0.771,19,0,bank_timeout
TXN104812,2276.02,wallet,96,390.0,0.152,0,271,0.578,7,1,network_error
TXN104813,5337.33,credit_card,51,221.1,0.06,2,621,0.442,4,0,insufficient_funds
TXN104814,4251.78,credit_card,51,276.9,0.288,2,1018,0.421,21,0,insufficient_funds
TXN104815,1539.7,credit_card,91,261.6,0.309,0,1166,0.335,13,0,bank_timeout
TXN104816,2931.83,upi,51,202.7,0.106,0,771,0.397,9,0,insufficient_funds
TXN104817,1098.03,credit_card,21,393.4,0.1,0,444,0.493,10,1,network_error
TXN104818,3091.16,debit_card,5,641.9,0.059,1,2266,0.629,13,0,network_error
TXN104819,2074.29,upi,59,292.3,0.743,2,794,0.76,4,1,fraud_false_positive
TXN104820,2035.06,debit_card,51,108.0,0.199,0,135,0.388,13,1,insufficient_funds
TXN104821,566.1,debit_card,96,315.2,0.084,1,121,0.431,23,1,bank_timeout
TXN104822,2334.56,netbanking,96,664.4,0.207,1,1274,0.447,21,0,network_error
TXN104823,2228.69,debit_card,91,297.8,0.18,0,693,0.664,14,1,bank_timeout
TXN104824,2409.41,debit_card,51,126.6,0.461,0,107,0.251,6,0,insufficient_funds
TXN104825,977.47,wallet,51,102.7,0.263,3,47,0.12,16,1,insufficient_funds
TXN104826,1010.52,debit_card,68,279.5,0.276,0,1095,0.697,20,1,bank_timeout
TXN104827,6139.56,upi,51,200.7,0.318,2,481,0.362,13,0,insufficient_funds
TXN104828,721.52,upi,96,402.9,0.195,1,132,0.525,6,0,network_error
TXN104829,2738.18,credit_card,51,165.8,0.256,1,8,0.353,3,0,insufficient_funds
TXN104830,3174.95,debit_card,96,729.5,0.064,0,320,0.332,23,0,network_error
TXN104831,1192.39,upi,51,164.0,0.239,0,43,0.21,1,0,insufficient_funds
TXN104832,686.8,credit_card,51,203.3,0.034,0,221,0.369,8,1,insufficient_funds
TXN104833,1991.8,upi,51,219.8,0.08,0,23,0.417,9,1,insufficient_funds
TXN104834,5609.57,netbanking,96,558.1,0.323,0,563,0.541,8,1,network_error
TXN104835,6653.82,credit_card,65,176.0,0.173,4,648,0.327,13,0,insufficient_funds
TXN104836,2949.56,credit_card,65,209.2,0.185,3,402,0.275,16,0,insufficient_funds
TXN104837,4748.61,upi,51,115.7,0.146,0,154,0.163,18,0,insufficient_funds
TXN104838,1345.24,debit_card,65,172.2,0.063,0,33,0.146,9,1,insufficient_funds
TXN104839,1099.44,debit_card,51,140.3,0.146,0,177,0.415,17,0,insufficient_funds
TXN104840,3096.35,credit_card,51,196.0,0.177,0,118,0.256,2,1,insufficient_funds
TXN104841,733.68,debit_card,51,106.1,0.129,0,121,0.17,20,0,insufficient_funds
TXN104842,863.42,upi,51,252.7,0.382,2,41,0.279,22,0,insufficient_funds
TXN104843,6223.63,debit_card,96,375.8,0.038,0,600,0.541,3,0,network_error
TXN104844,2337.96,debit_card,63,208.4,0.569,0,232,0.905,9,0,fraud_false_positive
TXN104845,291.39,credit_card,96,452.3,0.038,0,796,0.246,11,0,bank_timeout
TXN104846,5060.46,debit_card,61,123.4,0.303,0,111,0.272,13,0,insufficient_funds
TXN104847,1420.82,credit_card,91,421.9,0.089,2,294,0.547,3,0,bank_timeout
TXN104848,9696.69,debit_card,59,240.6,0.875,2,253,0.774,9,1,fraud_false_positive
TXN104849,2699.81,wallet,51,165.3,0.135,0,290,0.039,16,1,insufficient_funds
TXN104850,5099.57,credit_card,59,241.9,0.776,0,4,0.691,8,0,fraud_false_positive
TXN104851,1637.23,upi,59,187.7,0.801,1,39,0.925,12,1,fraud_false_positive
TXN104852,1197.76,debit_card,91,328.4,0.122,0,588,0.794,6,0,bank_timeout
TXN104853,697.05,credit_card,68,414.7,0.2,1,67,0.628,22,1,bank_timeout
TXN104854,898.41,debit_card,91,278.7,0.098,3,119,0.832,8,1,bank_timeout
TXN104855,2452.12,upi,91,423.7,0.198,0,877,0.804,10,1,bank_timeout
TXN104856,6381.13,netbanking,5,156.6,0.869,0,528,0.916,19,0,fraud_false_positive
TXN104857,8853.93,netbanking,59,175.0,0.539,0,742,0.81,7,0,fraud_false_positive
TXN104858,2554.7,wallet,96,402.5,0.095,1,1321,0.696,9,1,network_error
TXN104859,1572.01,credit_card,96,279.1,0.101,0,24,0.584,5,0,bank_timeout
TXN104860,1053.74,debit_card,63,229.1,0.812,0,145,0.638,18,0,fraud_false_positive
TXN104861,7783.73,credit_card,51,173.7,0.187,0,154,0.316,8,0,insufficient_funds
TXN104862,2938.92,upi,96,403.8,0.423,2,208,0.45,15,0,bank_timeout
TXN104863,902.82,debit_card,21,736.8,0.033,0,530,0.262,5,0,network_error
TXN104864,7220.34,debit_card,51,195.2,0.051,0,189,0.23,4,0,insufficient_funds
TXN104865,5603.91,upi,59,223.0,0.963,0,202,0.633,10,0,fraud_false_positive
TXN104866,1967.06,credit_card,51,214.6,0.109,2,417,0.02,12,0,insufficient_funds
TXN104867,1261.64,credit_card,59,158.6,0.657,0,36,0.424,23,0,fraud_false_positive
TXN104868,201.88,netbanking,21,771.8,0.219,1,328,0.319,12,1,network_error
TXN104869,1052.64,debit_card,51,208.5,0.283,1,374,0.244,18,0,insufficient_funds
TXN104870,5103.93,credit_card,91,378.5,0.399,0,1324,0.526,7,0,bank_timeout
TXN104871,248.9,netbanking,68,425.5,0.476,1,83,0.459,7,0,bank_timeout
TXN104872,8999.73,upi,59,307.4,0.582,0,4514,0.65,23,0,fraud_false_positive
TXN104873,3272.03,credit_card,96,581.5,0.141,0,124,0.185,15,0,network_error
TXN104874,12137.63,netbanking,5,213.2,0.63,1,1195,0.912,0,0,fraud_false_positive
TXN104875,1838.68,credit_card,51,189.9,0.302,3,2,0.468,2,0,insufficient_funds
TXN104876,578.02,netbanking,96,287.1,0.066,0,2053,0.431,16,0,bank_timeout
TXN104877,4700.62,netbanking,96,464.5,0.079,1,97,0.846,14,0,network_error
TXN104878,1974.23,upi,5,239.2,0.693,1,1643,0.854,17,1,fraud_false_positive
TXN104879,5269.0,wallet,51,180.4,0.227,2,59,0.302,3,1,insufficient_funds
TXN104880,1296.77,upi,51,69.9,0.265,2,31,0.327,18,0,insufficient_funds
TXN104881,2553.32,netbanking,96,415.0,0.338,0,304,0.698,17,0,network_error
TXN104882,1281.31,netbanking,61,175.5,0.04,1,178,0.148,2,1,insufficient_funds
TXN104883,1081.85,upi,91,228.8,0.093,1,678,0.282,18,1,bank_timeout
TXN104884,3739.33,netbanking,63,185.9,0.496,0,256,0.685,20,0,fraud_false_positive
TXN104885,3766.2,credit_card,63,219.7,0.896,0,355,0.728,10,0,fraud_false_positive
TXN104886,1153.89,credit_card,5,626.3,0.327,0,754,0.308,1,0,network_error
TXN104887,2386.06,upi,59,182.5,0.666,0,1067,0.74,3,0,fraud_false_positive
TXN104888,234.12,upi,96,485.0,0.059,0,367,0.62,8,0,bank_timeout
TXN104889,1002.08,credit_card,51,158.9,0.209,4,12,0.481,21,0,insufficient_funds
TXN104890,1146.97,credit_card,51,187.2,0.04,1,268,0.133,3,0,insufficient_funds
TXN104891,3413.54,upi,63,232.2,0.65,0,993,0.613,1,0,fraud_false_positive
TXN104892,118.31,credit_card,96,532.0,0.093,0,390,0.437,18,1,network_error
TXN104893,1515.79,netbanking,96,410.9,0.212,1,1094,0.497,18,0,bank_timeout
TXN104894,3516.11,netbanking,59,205.2,0.862,0,1759,0.625,10,0,fraud_false_positive
TXN104895,10701.13,upi,51,197.9,0.242,1,25,0.208,3,0,insufficient_funds
TXN104896,6370.28,credit_card,51,89.9,0.224,0,65,0.089,6,0,insufficient_funds
TXN104897,855.13,debit_card,96,381.6,0.139,2,842,0.505,12,1,bank_timeout
TXN104898,1402.36,debit_card,91,319.5,0.215,0,1030,0.529,14,1,bank_timeout
TXN104899,864.75,netbanking,96,503.9,0.079,2,65,0.552,15,0,network_error
TXN104900,2693.96,upi,51,253.3,0.456,2,46,0.151,15,1,insufficient_funds
TXN104901,5682.97,wallet,61,197.0,0.057,1,185,0.412,16,1,insufficient_funds
TXN104902,1356.29,upi,21,454.1,0.153,1,1812,0.633,11,1,network_error
TXN104903,452.86,credit_card,68,465.7,0.397,0,69,0.713,10,0,bank_timeout
TXN104904,1676.66,credit_card,5,301.1,0.197,1,424,0.611,22,0,network_error
TXN104905,1689.94,debit_card,91,353.8,0.284,1,260,0.341,17,0,bank_timeout
TXN104906,1104.77,credit_card,61,231.6,0.117,0,376,0.438,13,1,insufficient_funds
TXN104907,1723.04,credit_card,5,377.4,0.092,0,359,0.261,21,1,network_error
TXN104908,2004.9,debit_card,5,156.6,0.764,1,2239,0.731,18,1,fraud_false_positive
TXN104909,4218.23,credit_card,5,419.6,0.083,0,2391,0.666,7,0,network_error
TXN104910,675.85,netbanking,96,558.4,0.12,1,597,0.514,10,0,network_error
TXN104911,6892.01,credit_card,65,182.2,0.094,2,283,0.018,4,0,insufficient_funds
TXN104912,1453.32,netbanking,96,253.6,0.286,1,27,0.554,20,0,bank_timeout
TXN104913,2813.04,credit_card,96,393.6,0.075,0,749,0.622,13,1,network_error
TXN104914,1306.76,credit_card,51,186.4,0.489,2,653,0.05,10,0,insufficient_funds
TXN104915,639.5,wallet,96,599.1,0.101,0,134,0.64,1,0,network_error
TXN104916,2835.38,upi,5,485.2,0.07,0,128,0.35,18,0,network_error
TXN104917,4136.64,upi,91,337.7,0.189,0,1161,0.466,23,0,bank_timeout
TXN104918,1556.17,upi,96,714.5,0.094,0,712,0.533,5,1,network_error
TXN104919,1175.76,wallet,51,197.6,0.163,0,122,0.088,13,0,insufficient_funds
TXN104920,2407.97,credit_card,63,211.9,0.703,0,1100,0.891,18,0,fraud_false_positive
TXN104921,3919.03,netbanking,96,562.0,0.243,0,795,0.241,0,1,network_error
TXN104922,941.23,wallet,61,214.4,0.198,2,495,0.332,1,0,insufficient_funds
TXN104923,4056.08,debit_card,61,212.8,0.142,3,616,0.485,14,0,insufficient_funds
TXN104924,3229.0,credit_card,96,607.0,0.387,0,1076,0.632,12,1,network_error
TXN104925,1377.04,debit_card,61,212.4,0.147,1,433,0.196,3,0,insufficient_funds
TXN104926,3924.68,debit_card,61,215.6,0.372,1,507,0.386,6,0,insufficient_funds
TXN104927,4686.03,credit_card,51,235.2,0.075,2,514,0.065,11,0,insufficient_funds
TXN104928,2342.94,upi,96,370.1,0.294,0,41,0.327,21,0,bank_timeout
TXN104929,2156.68,debit_card,61,155.7,0.218,0,248,0.435,14,0,insufficient_funds
TXN104930,1731.27,debit_card,51,200.3,0.38,0,363,0.168,1,1,insufficient_funds
TXN104931,6549.66,upi,51,189.6,0.154,2,1048,0.158,16,1,insufficient_funds
TXN104932,537.27,credit_card,96,437.7,0.108,0,1022,0.374,0,0,network_error
TXN104933,3960.1,credit_card,96,390.6,0.094,1,85,0.398,21,0,bank_timeout
TXN104934,3208.02,upi,61,214.3,0.152,2,258,0.21,16,1,insufficient_funds
TXN104935,14669.87,debit_card,59,157.2,0.85,0,1108,0.724,11,0,fraud_false_positive
TXN104936,1592.8,upi,96,179.8,0.169,1,485,0.509,10,1,bank_timeout
TXN104937,3860.82,credit_card,5,224.3,0.557,0,1781,0.594,17,0,fraud_false_positive
TXN104938,1506.58,debit_card,61,158.1,0.244,0,15,0.641,3,0,insufficient_funds
TXN104939,3003.84,upi,59,214.1,0.618,0,706,0.905,6,0,fraud_false_positive
TXN104940,3671.92,debit_card,61,187.7,0.09,3,67,0.272,21,1,insufficient_funds
TXN104941,861.25,credit_card,68,376.6,0.132,2,120,0.473,18,1,bank_timeout
TXN104942,1037.19,credit_card,21,478.6,0.329,1,1020,0.657,17,0,network_error
TXN104943,1130.59,credit_card,96,356.3,0.113,0,640,0.45,9,0,network_error
TXN104944,1257.67,wallet,5,427.2,0.115,1,77,0.269,23,0,network_error
TXN104945,1903.99,credit_card,51,203.2,0.204,0,658,0.211,19,0,insufficient_funds
TXN104946,66.21,debit_card,96,414.4,0.398,0,245,0.276,22,0,network_error
TXN104947,9195.36,wallet,51,131.0,0.069,2,5,0.417,15,0,insufficient_funds
TXN104948,1724.08,upi,91,399.3,0.344,0,219,0.563,18,1,bank_timeout
TXN104949,6301.56,debit_card,65,129.6,0.008,0,586,0.138,4,1,insufficient_funds
TXN104950,4078.24,debit_card,5,112.5,0.771,1,390,0.717,16,0,fraud_false_positive
TXN104951,2882.64,netbanking,61,154.8,0.35,2,306,0.079,21,0,insufficient_funds
TXN104952,5502.55,debit_card,51,206.4,0.063,0,33,0.339,6,0,insufficient_funds
TXN104953,2198.32,credit_card,5,531.5,0.143,0,547,0.488,19,1,network_error
TXN104954,4091.69,debit_card,51,169.0,0.208,2,53,0.48,9,0,insufficient_funds
TXN104955,1816.63,credit_card,91,332.7,0.209,1,772,0.629,20,0,bank_timeout
TXN104956,1521.84,wallet,96,436.5,0.076,0,857,0.347,13,0,network_error
TXN104957,1582.24,credit_card,96,438.3,0.212,0,486,0.678,6,0,network_error
TXN104958,9767.25,debit_card,5,200.2,0.628,1,2933,0.532,0,0,fraud_false_positive
TXN104959,1884.01,netbanking,21,591.8,0.24,0,245,0.379,3,1,network_error
TXN104960,2087.83,debit_card,96,269.5,0.16,0,289,0.36,3,1,bank_timeout
TXN104961,2450.65,credit_card,61,190.0,0.073,1,138,0.151,4,0,insufficient_funds
TXN104962,3364.86,debit_card,96,482.7,0.18,1,1598,0.426,4,0,network_error
TXN104963,1868.62,upi,68,345.5,0.106,0,424,0.605,4,0,bank_timeout
TXN104964,864.35,credit_card,21,639.9,0.269,0,567,0.425,20,1,network_error
TXN104965,537.27,credit_card,21,428.4,0.017,0,426,0.426,11,0,network_error
TXN104966,10916.34,debit_card,61,183.7,0.051,1,734,0.061,2,1,insufficient_funds
TXN104967,3201.74,credit_card,21,483.1,0.171,0,405,0.416,11,0,network_error
TXN104968,2493.36,credit_card,51,197.1,0.36,0,432,0.365,1,1,insufficient_funds
TXN104969,6024.95,netbanking,51,233.7,0.042,1,366,0.331,19,0,insufficient_funds
TXN104970,4351.39,debit_card,51,179.5,0.215,1,54,0.239,17,0,insufficient_funds
TXN104971,8997.05,credit_card,51,116.0,0.313,0,989,0.26,1,0,insufficient_funds
TXN104972,3883.66,credit_card,59,216.2,0.726,0,364,0.635,13,1,fraud_false_positive
TXN104973,1973.17,upi,61,202.7,0.096,0,433,0.093,18,0,insufficient_funds
TXN104974,2318.21,credit_card,96,606.4,0.078,0,240,0.731,1,0,network_error
TXN104975,882.9,credit_card,91,272.7,0.128,0,983,0.318,16,0,bank_timeout
TXN104976,3440.22,credit_card,5,351.9,0.224,0,199,0.562,4,0,network_error
TXN104977,2545.32,debit_card,51,214.3,0.769,0,161,0.372,2,0,insufficient_funds
TXN104978,3749.89,debit_card,51,206.8,0.179,2,9,0.087,5,1,insufficient_funds
TXN104979,4598.85,credit_card,59,190.1,0.788,1,616,0.685,8,0,fraud_false_positive
TXN104980,1609.04,netbanking,51,252.0,0.482,1,362,0.059,5,0,insufficient_funds
TXN104981,2170.46,debit_card,96,302.6,0.011,1,604,0.585,4,0,bank_timeout
TXN104982,4020.87,wallet,51,196.1,0.174,2,659,0.128,9,0,insufficient_funds
TXN104983,1982.24,netbanking,51,208.1,0.097,2,614,0.138,21,1,insufficient_funds
TXN104984,2446.82,netbanking,51,162.3,0.066,1,505,0.465,22,0,insufficient_funds
TXN104985,2060.69,debit_card,51,229.7,0.048,0,176,0.522,18,0,insufficient_funds
TXN104986,378.01,upi,96,446.2,0.142,0,789,0.431,2,0,network_error
TXN104987,2876.69,credit_card,91,281.8,0.079,1,529,0.641,15,0,bank_timeout
TXN104988,2691.08,debit_card,61,217.6,0.085,1,153,0.147,10,1,insufficient_funds
TXN104989,4991.57,debit_card,51,182.0,0.22,1,125,0.413,3,1,insufficient_funds
TXN104990,61.51,upi,5,506.4,0.079,0,210,0.577,20,0,network_error
TXN104991,3364.73,debit_card,59,160.8,0.913,0,367,0.596,17,0,fraud_false_positive
TXN104992,6735.65,upi,59,172.0,0.739,0,654,0.433,19,1,fraud_false_positive
TXN104993,2146.44,credit_card,68,289.6,0.052,3,165,0.597,19,0,bank_timeout
TXN104994,6136.5,debit_card,51,142.5,0.278,1,171,0.102,12,1,insufficient_funds
TXN104995,3469.83,credit_card,65,122.7,0.266,1,634,0.168,14,1,insufficient_funds
TXN104996,531.52,credit_card,51,170.5,0.203,2,175,0.273,2,0,insufficient_funds
TXN104997,1482.42,netbanking,68,376.2,0.239,1,342,0.475,18,1,bank_timeout
TXN104998,446.94,credit_card,65,285.2,0.267,2,330,0.239,11,1,insufficient_funds
TXN104999,1770.36,debit_card,91,386.9,0.249,2,359,0.728,14,0,bank_timeout
TXN105000,4789.86,debit_card,51,196.5,0.255,0,516,0.175,9,1,insufficient_funds
TXN105001,1977.15,credit_card,68,401.5,0.084,0,549,0.423,14,0,bank_timeout
TXN105002,3295.53,netbanking,96,242.1,0.218,0,34,0.681,11,0,bank_timeout
TXN105003,2211.11,wallet,96,534.5,0.269,0,1367,0.374,13,0,bank_timeout
TXN105004,1966.46,debit_card,51,159.0,0.16,1,68,0.333,2,0,insufficient_funds
TXN105005,4159.01,credit_card,91,377.7,0.128,0,162,0.397,17,1,bank_timeout
TXN105006,2820.77,debit_card,51,163.3,0.16,0,165,0.405,22,1,insufficient_funds
TXN105007,8070.18,credit_card,91,375.4,0.155,0,784,0.168,22,0,bank_timeout
TXN105008,3804.86,upi,51,158.0,0.078,1,1164,0.102,11,1,insufficient_funds
TXN105009,1951.36,upi,51,186.5,0.216,2,838,0.499,1,1,insufficient_funds
TXN105010,2357.84,debit_card,51,183.5,0.201,4,43,0.122,14,0,insufficient_funds
TXN105011,216.01,upi,5,445.9,0.071,0,418,0.562,3,0,network_error
TXN105012,231.06,netbanking,96,612.8,0.173,1,760,0.502,9,0,network_error
TXN105013,5928.52,debit_card,96,508.2,0.186,0,24,0.403,5,1,network_error
TXN105014,4278.18,debit_card,51,187.4,0.511,1,479,0.229,12,1,insufficient_funds
TXN105015,1888.84,netbanking,91,385.6,0.133,0,672,0.51,4,0,bank_timeout
TXN105016,475.66,debit_card,5,826.3,0.009,0,42,0.289,14,0,network_error
TXN105017,3452.72,credit_card,51,168.2,0.129,0,228,0.14,12,1,insufficient_funds
TXN105018,1303.11,upi,96,423.7,0.2,0,88,0.488,8,1,network_error
TXN105019,1459.88,credit_card,68,404.1,0.476,0,27,0.44,8,1,bank_timeout
TXN105020,1455.48,upi,51,211.4,0.065,0,680,0.154,10,1,insufficient_funds
TXN105021,2142.72,netbanking,96,315.1,0.261,2,328,0.415,10,0,bank_timeout
TXN105022,1766.68,credit_card,51,191.6,0.084,0,1051,0.098,5,0,insufficient_funds
TXN105023,6689.97,upi,65,139.0,0.064,1,432,0.2,18,1,insufficient_funds
TXN105024,3963.39,credit_card,61,241.1,0.017,2,84,0.148,10,1,insufficient_funds
TXN105025,1556.86,credit_card,91,390.6,0.175,1,850,0.343,20,0,bank_timeout
TXN105026,851.46,credit_card,61,270.0,0.241,0,262,0.063,15,1,insufficient_funds
TXN105027,1088.57,debit_card,68,378.4,0.211,0,687,0.335,9,0,bank_timeout
TXN105028,1113.94,debit_card,68,228.2,0.089,1,1521,0.382,13,0,bank_timeout
TXN105029,2704.28,netbanking,91,308.9,0.269,1,150,0.472,23,0,bank_timeout
TXN105030,2110.63,debit_card,51,105.2,0.159,0,255,0.296,2,1,insufficient_funds
TXN105031,5045.65,debit_card,61,162.6,0.188,0,114,0.289,20,0,insufficient_funds
TXN105032,3599.63,debit_card,96,245.4,0.198,0,187,0.442,5,0,bank_timeout
TXN105033,1847.79,upi,21,575.0,0.04,1,445,0.709,9,0,network_error
TXN105034,4130.92,credit_card,51,206.6,0.116,2,591,0.226,8,1,insufficient_funds
TXN105035,5189.71,credit_card,96,322.2,0.432,1,1369,0.724,19,0,bank_timeout
TXN105036,2083.99,credit_card,51,146.0,0.254,0,50,0.304,21,0,insufficient_funds
TXN105037,3272.57,upi,59,174.9,0.51,0,567,0.702,13,1,fraud_false_positive
TXN105038,1901.33,credit_card,65,152.0,0.147,2,313,0.028,19,0,insufficient_funds
TXN105039,3411.21,debit_card,91,368.9,0.316,0,35,0.551,14,0,bank_timeout
TXN105040,2751.71,credit_card,51,138.4,0.191,1,1172,0.303,2,0,insufficient_funds
TXN105041,2058.6,netbanking,96,525.9,0.232,1,99,0.784,3,0,network_error
TXN105042,2235.61,wallet,59,241.7,0.892,0,3816,0.693,10,0,fraud_false_positive
TXN105043,733.26,debit_card,5,619.1,0.106,1,351,0.752,19,0,network_error
TXN105044,504.23,netbanking,51,128.6,0.106,3,322,0.29,3,0,insufficient_funds
TXN105045,1864.68,upi,96,400.8,0.231,0,88,0.483,14,1,bank_timeout
TXN105046,6571.2,debit_card,51,87.0,0.224,0,56,0.098,21,0,insufficient_funds
TXN105047,1942.82,upi,91,308.1,0.071,0,367,0.47,6,0,bank_timeout
TXN105048,510.27,credit_card,91,279.5,0.186,1,54,0.66,8,0,bank_timeout
TXN105049,5045.09,debit_card,59,139.8,0.881,0,1919,0.824,5,0,fraud_false_positive
TXN105050,3118.75,upi,91,162.5,0.402,1,1627,0.603,9,0,bank_timeout
TXN105051,4542.51,credit_card,96,388.4,0.047,0,340,0.602,12,0,bank_timeout
TXN105052,621.7,netbanking,68,386.8,0.151,1,201,0.372,21,0,bank_timeout
TXN105053,2337.7,netbanking,96,536.5,0.361,0,82,0.681,13,0,network_error
TXN105054,1658.37,credit_card,91,391.7,0.068,1,1505,0.451,6,1,bank_timeout
TXN105055,2534.46,debit_card,51,126.8,0.263,0,329,0.11,17,0,insufficient_funds
TXN105056,622.03,credit_card,5,361.6,0.098,1,311,0.274,12,0,network_error
TXN105057,2824.97,netbanking,96,399.4,0.124,0,603,0.61,1,0,network_error
TXN105058,688.09,wallet,21,495.4,0.36,0,58,0.362,14,0,network_error
TXN105059,191.51,wallet,59,202.2,0.663,1,1744,0.565,16,0,fraud_false_positive
